"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3515","Intercept and log requests","chromium","2026-07-05","passed","2026-07-05","","api/intercept.spec.ts","",""
"","2930","invalid login test with json data -invalidUser@open.com -","chromium","2026-07-05","passed","2026-07-05","","loginpagefixture.spec.ts","",""
"","3100","verify logo and footer on home page test","chromium","2026-07-05","passed","2026-07-05","","homepagefix.spec.ts","",""
"","400","Delete a User Test","chromium","2026-07-05","failed","2026-07-05","","api/users.individual.spec.ts","",""
"","413","GET - Get User test","chromium","2026-07-05","failed","2026-07-05","","api/users.api.schema.spec.ts","",""
"","2317","verify Forgot Password link test","chromium","2026-07-05","passed","2026-07-05","","loginpage.spec.ts","",""
"","2840","@sanity invalid login test with -pwtestbatch@open.com -","chromium","2026-07-05","passed","2026-07-05","","loginpagefixture.spec.ts","",""
"","4506","verify user navigate to product page - macbook - MacBook Air","chromium","2026-07-05","passed","2026-07-05","","search.spec.ts","",""
"","3223","log out link exist test with fixtures","chromium","2026-07-05","passed","2026-07-05","","homepagefix.spec.ts","",""
"","3240","Home Page Headers test","chromium","2026-07-05","passed","2026-07-05","","homepage.spec.ts","",""
"","351","Mock the search data API","chromium","2026-07-05","passed","2026-07-05","","api/intercept.spec.ts","",""
"","418","Create a User Test","chromium","2026-07-05","failed","2026-07-05","","api/users.individual.spec.ts","",""
"","2975","@sanity invalid login test with -invalid@open.com - wrongPassword123","chromium","2026-07-05","passed","2026-07-05","","loginpagefixture.spec.ts","",""
"","2346","@sanityverify all footers exist on the page test","chromium","2026-07-05","passed","2026-07-05","","loginpagefixture.spec.ts","",""
"","3495","verify searchResults count - iphone - iPhone","chromium","2026-07-05","passed","2026-07-05","","search.spec.ts","",""
"","2389","@sanity Login Page with fixture test","chromium","2026-07-05","passed","2026-07-05","","loginpagefixture.spec.ts","",""
